text,true_label,predicted_label,predicted_risk_score,risk_level,error_type,reasons,indicators
Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
reat Deals at The MobileStore. Get Rs 100 Off on mobile purchases above Rs 5000. Rush offer valid till 21st Feb. Show MCoupon RPD897348602131 . T & C,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,1,0,20,LOW,false_negative,Link or verification action detected.,link
Promotion Number: 8714714 - UR awarded a City Break and  a £200 Summer Shopping spree. 08718738034,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
	**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Please call our customer service representative on FREEPHONE 0808 145 5645 between 9am-11pm as you have WON a guaranteed INR 5,00,000 cash  prize!",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
	YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364312 to collect your award which you are selected to receive as a valued mobile customer.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
	Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,1,0,20,LOW,false_negative,Link or verification action detected.,link
Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"	Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡,1,0,20,LOW,false_negative,Link or verification action detected.,link
5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service.,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Bloomberg -Message center +447797706008 Why wait? Apply for your future http://careers. bloomberg.com,1,0,20,LOW,false_negative,Link or verification action detected.,link
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Congrats 2 mobile 3G Videophones R yours. call 09063458120 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. ",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
MORE THAN 60% UNITS SOLD in first 3 DAYS!!Unitech offers 2/3 bhk in sec 70 grgn@ 5250 psf!!1.5 YRS INTEREST FREE SCHEME.Call Agni 9212255555 to avail discounts,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
	lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,1,0,20,LOW,false_negative,Link or verification action detected.,link
How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Now GET RID OFF-Cockroach-Termite-Bedbug-Rats-Any Pest4Best DEALS inPestControlServices/Chemical/Herbal/OdorlessDIAL-N-ASK011-62222222,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
08714712388 between 10am-7pm Cost 10p,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"	SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",1,0,20,LOW,false_negative,Link or verification action detected.,link
	Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
You are a winner U have been specially selected 2 receive £2000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
	Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930706.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
	U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Where can download clear movies. Dvd copies.,0,1,30,MEDIUM,false_positive,Download or install instruction detected.,download
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 100 FREE text + FREE camcorder Reply or Call 08000930705,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,1,0,15,LOW,false_negative,Banking-related language detected.,banking
You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209466 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. ",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Camera - You are awarded a SiPix Digital Camera! call 09061221067 fromm landline. Delivery within 28 days.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
network operator. The service is free. For T & C's visit 80488.biz,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 7908807538,1,0,15,LOW,false_negative,Banking-related language detected.,banking
XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription,1,0,20,LOW,false_negative,Link or verification action detected.,link
"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099802 ",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
